ITEM_ID,WinRate,NotWinRate
1026,47.73,52.27
1058,55.40,44.6
3027,50.86,49.14
3040,53.39,46.61
3089,62.05,37.95
3115,55.25,44.75
3116,61.74,38.26
3135,61.33,38.67
3136,50.90,49.1
3151,59.43,40.57
3152,52.61,47.39
3157,57.96,42.04
3165,54.48,45.52
3174,52.84,47.16
3285,56.88,43.12
